Solubility,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA
-0.5534,100.117,0.7355,26.83,7,2,0,2,2,40,0,0,0,0,26.3
-1.9569,90.553,1.8013,25.534,5,0,0,1,1,30,0,0,0,0,0
-3.816,98.189,2.7527,34.339,7,0,0,0,3,42,0,0,0,0,0
-1.1307,102.133,0.9595,26.924,7,2,0,2,4,42,0,0,0,0,26.3
-0.8202,68.478,1.1522,11.828,3,0,0,2,0,20,0,0,0,0,0
-0.6502,109.03,0.7868,17.482,3,0,0,1,0,20,0,0,0,0,0
-1.2668,295.756,1.3102,38.7064,7,1,1,5,0,42,0,0,0,0,43.09
-1.0966,162.403,0.8419,29.4844,7,1,1,5,0,42,0,0,0,0,43.09
-1.7603,143.957,1.4144,27.1054,7,2,0,5,1,42,0,0,0,0,43.14
-0.8504,116.204,1.8034,35.7528,8,1,1,1,2,50,0,0,0,0,20.23
-1.4996,157.984,1.8045,31.7224,8,2,0,5,2,48,0,0,0,0,43.14
0.8264,149.146,-0.6035,34.188,10,4,2,5,4,60,0,0,0,0,83.6
-0.3279,102.133,0.2038,26.9308,7,2,1,2,2,42,0,0,0,0,37.3
-0.1822,143.013,1.215,32.0638,7,1,1,3,2,44,0,0,0,0,20.23
-1.5686,304.295,0.2252,68.965,21,8,0,8,8,120,0,0,0,0,105.2
-1.5867,130.231,2.3376,40.4398,9,1,1,1,4,56,0,0,0,0,20.23
-0.5504,106.552,1.0141,25.077,6,1,0,2,1,36,0,1,1,1,12.53
-2.5546,222.307,2.3411,32.362,5,0,0,3,1,32,0,0,0,0,0
-0.057,74.123,1.0412,22.145,5,1,0,1,1,32,0,0,0,0,9.23
-1.0574,216.86,0.5876,30.8364,6,1,1,4,1,36,0,0,0,0,43.09
-1.8898,147.432,2.4174,30.809,6,0,0,3,1,38,0,0,0,0,0
0.9645,108.524,0.6983,22.9508,6,1,1,3,1,36,0,0,0,0,37.3
-1.4374,109.512,0.8479,22.3094,6,2,0,4,1,36,0,0,0,0,43.14
-3.9417,262.33,3.07114,70.1718,18,3,0,4,3,94,2,0,0,2,43.37
-1.6464,221.511,2.7557,47.33,11,2,0,5,4,68,0,0,0,0,18.46
-1.1887,123.539,1.238,26.9264,7,2,0,4,2,42,0,0,0,0,43.14
-1.2201,116.204,1.6593,35.6828,8,1,1,1,2,50,0,0,0,0,20.23
0.7315,132.115,0.1818,29.0526,9,2,2,4,3,52,0,0,0,0,74.6
-5.3403,199.209,2.8466,58.0104,15,2,0,3,1,74,2,0,1,3,43.14
-0.4188,327.912,2.0266,53.7957,14,4,4,7,1,76,1,0,0,1,97.99
-2.0434,243.131,1.42522,52.807,17,7,1,10,3,90,1,0,0,1,149.65
0.623,238.247,-1.1855,61.8958,17,7,1,7,2,92,2,0,0,2,82.05
-1.0214,211.129,0.9912,47.015,15,4,2,7,3,78,1,0,0,1,117.74
-2.3837,290.318,3.5948,85.5226,22,3,2,3,2,108,2,0,1,3,57.53
-3.4053,254.285,3.0943,72.273,19,3,0,3,4,96,2,0,0,2,43.37
-5.3093,224.215,2.1676,61.4138,17,3,1,3,0,82,2,0,1,3,54.37
-3.4776,240.258,2.7042,67.656,18,3,0,3,3,90,2,0,0,2,43.37
-3.2057,252.142,0.0328,58.4982,18,6,2,10,2,92,2,0,0,2,152
-1.0466,159.188,1.5385,49.189,12,2,0,2,0,60,2,0,0,2,22
-1.2019,159.188,1.83652,49.3057,12,1,1,2,0,60,2,0,0,2,32.86
-5.0402,314.802,3.9741,49.542,9,0,0,3,0,48,1,0,0,1,0
0.1999,210.138,-3.4008,39.2988,14,6,6,8,5,82,0,0,0,0,155.52
0.5117,174.152,-0.3183,38.273,12,5,0,5,4,68,0,0,0,0,69.67
-0.3436,119.12,0.034,28.1592,8,3,1,4,3,48,0,0,0,0,63.37
-4.0876,208,2.6072,44.7812,12,3,1,6,1,64,1,0,0,1,63.37
-2.4423,166.132,0.9029,40.4536,12,3,2,4,2,62,1,0,0,1,74.6
-1.0665,212.117,1.2012,46.7101,15,5,1,8,3,78,1,0,0,1,123.58
-5.8541,192.261,4.30142,66.191,15,0,0,0,0,72,3,0,0,3,0
-2.6511,179.131,1.2652,42.2159,13,4,0,5,1,66,1,0,1,2,69.44
0.0569,138.166,0.6712,38.2876,10,2,2,2,2,54,1,0,0,1,40.46
-1.5508,152.149,0.8771,39.3241,11,2,2,3,2,58,1,0,0,1,57.53
-2.7993,151.165,2.1572,42.4744,11,2,0,3,2,58,1,0,0,1,43.14
-1.4861,153.137,1.0871,39.0192,11,3,1,4,2,58,1,0,0,1,63.37
-5.1722,193.249,3.5752,65.8664,15,1,1,1,0,72,3,0,0,3,26.02
-0.4313,151.165,1.2583,40.1935,11,3,0,3,2,58,1,0,0,1,39.19
-3.54,238.455,2.9446,44.169,8,0,0,2,0,42,1,0,0,1,0
-0.5528,132.119,0.7561,30.58,9,4,0,5,2,52,0,0,0,0,58.97
-4.808,314.802,3.9741,49.542,9,0,0,3,0,48,1,0,0,1,0
-1.0453,131.175,0.5885,35.1362,9,2,2,3,4,54,0,0,0,0,63.32
-2.6307,106.596,2.4138,30.223,6,0,0,1,2,38,0,0,0,0,0
0.0193,86.134,0.9433,26.4948,6,1,1,1,2,36,0,0,0,0,20.23
1.07,85.106,-0.1036,22.2437,6,1,1,2,0,34,0,1,1,1,29.1
0.6803,146.142,0.5719,33.6696,10,2,2,4,4,58,0,0,0,0,74.6
-3.4086,200.106,0.9142,43.0804,14,6,2,8,2,74,1,0,0,1,126.74
-2.6354,166.132,0.9029,40.4536,12,3,2,4,2,62,1,0,0,1,74.6
0.5921,174.196,1.3521,42.9036,12,2,2,4,6,70,0,0,0,0,74.6
-1.3093,116.204,1.8034,35.7528,8,1,1,1,3,50,0,0,0,0,20.23
0.2983,201.247,0.9993,50.5836,13,3,1,5,2,72,1,0,0,1,57.61
-1.7188,145.521,0.2965,28.0485,9,3,0,4,1,48,1,0,0,1,53.27
-1.1985,284.264,-1.3222,66.2247,20,7,4,7,4,110,1,1,1,2,116.45
-3.0653,149.169,0.66694,40.2465,11,2,0,2,1,58,1,0,0,1,40.13
-2.4142,153.137,1.0871,39.0192,11,3,1,4,2,58,1,0,0,1,63.37
-2.0885,147.133,1.25648,38.1163,11,2,1,3,1,54,1,0,0,1,61.09
-1.8841,153.137,1.0871,39.0192,11,3,1,4,2,58,1,0,0,1,63.37
-3.3979,165.192,1.4508,47.7283,12,2,1,3,2,64,1,0,0,1,40.54
-0.2678,124.139,0.8845,34.0296,9,2,2,2,1,48,1,0,0,1,40.46
-2.7275,160.176,1.53878,45.3017,12,2,1,3,2,60,1,0,0,1,52.89
0.8177,152.149,1.0193,39.4466,11,2,2,3,2,58,1,0,0,1,57.53
-4.0326,227.436,4.859,75.015,16,1,0,1,12,98,0,0,0,0,3.24
-4.7213,149.218,2.72932,45.865,10,2,0,2,1,50,1,0,0,1,12.36
-3.1232,118.179,2.63802,41.27,9,0,0,0,1,46,1,0,0,1,0
-1.2678,124.139,0.8845,34.0296,9,2,2,2,1,48,1,0,0,1,40.46
-2.8265,134.134,1.3116,37.217,10,2,0,2,2,50,1,0,0,1,34.14
-0.8331,102.133,0.9595,26.924,7,2,0,2,2,42,0,0,0,0,26.3
-0.2046,160.169,0.5011,37.861,11,4,0,4,3,64,0,0,0,0,52.6
-3.1972,346.464,3.2666,91.84,24,6,0,6,17,142,0,0,0,0,71.06
-2.99,244.331,2.8433,65.585,17,4,0,4,10,100,0,0,0,0,52.6
-1.3606,116.16,1.3496,31.541,8,2,0,2,3,48,0,0,0,0,26.3
-5.3723,329.906,2.8958,51.876,8,0,0,2,0,42,1,0,0,1,0
-2.6608,144.258,2.7277,45.0568,10,1,1,1,6,62,0,0,0,0,20.23
-3.2196,281.862,1.8564,37.774,4,0,0,2,1,26,0,0,0,0,0
-1.1308,102.177,1.4149,31.1578,7,1,1,1,1,44,0,0,0,0,20.23
-0.9307,116.204,1.8034,35.7528,8,1,1,1,2,50,0,0,0,0,20.23
-1.0142,130.191,0.8433,37.0891,9,1,2,3,2,54,0,0,0,0,55.12
-1.0784,116.204,1.9475,35.8228,8,1,1,1,3,50,0,0,0,0,20.23
-1.7168,130.231,2.3376,40.4398,9,1,1,1,4,56,0,0,0,0,20.23
-0.9007,88.15,1.2888,26.714,6,1,0,1,2,38,0,0,0,0,9.23
1.0454,90.078,-0.2826,19.5118,6,2,1,3,2,36,0,0,0,0,46.53
1.0406,91.066,-0.7446,18.9472,6,3,1,4,2,36,0,0,0,0,63.37
-0.5607,88.15,1.4313,26.762,6,1,0,1,2,38,0,0,0,0,9.23
-0.6301,88.106,0.5678,22.285,6,2,0,2,2,36,0,0,0,0,26.3
-3.55,238.455,2.9446,44.169,8,0,0,2,0,42,1,0,0,1,0
-1.2498,111.1,0.0805,28.7275,8,2,2,3,0,42,1,0,0,1,53.09
-0.2328,138.166,0.6712,38.2876,10,2,2,2,2,54,1,0,0,1,40.46
-1.2557,126.115,-0.62838,32.4204,9,2,2,4,0,48,1,0,0,1,65.72
1.0218,95.101,0.3749,27.0627,7,1,1,2,0,36,1,0,0,1,32.86
-1.3662,232.364,2.4727,66.5548,16,3,1,3,10,98,0,0,0,0,38.69
-0.3602,174.196,1.1945,42.7368,12,3,1,4,6,70,0,0,0,0,63.6
-1.1286,102.177,1.4149,31.1578,7,1,1,1,3,44,0,0,0,0,20.23
-0.2019,100.117,1.0372,27.0668,7,1,1,2,2,40,0,0,0,0,37.3
-1.3373,102.177,1.8214,31.379,7,1,0,1,3,44,0,0,0,0,9.23
-1.5044,105.093,0.6047,23.2374,7,3,0,4,3,42,0,0,0,0,52.37
0.0093,138.992,0.7637,25.4968,5,1,1,2,2,32,0,0,0,0,20.23
0.4223,94.541,0.6076,22.4228,5,1,1,2,2,32,0,0,0,0,20.23
-0.0725,94.541,0.8716,22.596,5,1,0,2,2,32,0,0,0,0,9.23
-1.375,116.204,1.8034,35.7528,8,1,1,1,3,50,0,0,0,0,20.23
-1.2101,162.229,0.4023,43.3666,11,3,2,3,6,68,0,0,0,0,49.69
-1.4629,174.196,0.8928,42.5,12,4,0,4,5,70,0,0,0,0,52.6
-0.9907,88.15,1.4329,26.784,6,1,0,1,3,38,0,0,0,0,9.23
-0.6806,88.15,1.4329,26.784,6,1,0,1,3,38,0,0,0,0,9.23
-1.8841,130.187,1.7397,36.158,9,2,0,2,4,54,0,0,0,0,26.3
-0.2046,160.169,0.5027,37.883,11,4,0,4,4,64,0,0,0,0,52.6
-3.0099,96.173,2.1999,32.975,7,0,0,0,3,40,0,0,0,0,0
-3.662,110.2,2.59,37.592,8,0,0,0,4,46,0,0,0,0,0
-7.5936,184.367,5.3173,62.135,13,0,0,0,10,80,0,0,0,0,0
-9.4464,212.421,6.0975,71.369,15,0,0,0,12,92,0,0,0,0,0
-6.3476,228.42,5.0699,72.7808,16,1,1,1,13,98,0,0,0,0,20.23
-8.3339,366.718,10.3886,122.156,26,0,0,0,23,158,0,0,0,0,0
-8.4746,506.988,14.2896,168.326,36,0,0,0,33,218,0,0,0,0,0
-2.1955,167.85,2.5954,31.01,6,0,0,4,0,38,0,0,0,0,0
0.9861,217.844,1.1869,29.2778,6,1,1,4,1,36,0,0,0,0,37.3
-1.0762,269.351,1.83452,68.5139,17,5,2,7,3,90,2,0,0,2,85.08
0.9349,116.164,0.2296,32.77,8,1,0,3,0,48,0,0,0,0,23.55
-1.9264,303.912,3.6966,60.4006,16,2,2,8,2,86,1,0,0,1,74.6
-4.8127,584.673,4.53124,163.8124,43,4,6,10,12,224,2,0,2,4,164.38
-1.0277,213.192,1.9984,58.5658,16,4,1,4,0,78,1,0,2,3,63.33
-2.4461,142.183,0.74091,36.9844,9,2,2,4,0,48,1,0,0,1,48.65
-1.2558,126.155,1.5714,34.1868,9,1,1,2,1,50,0,0,1,1,37.3
-1.5462,123.111,1.7901,33.5618,9,3,1,3,1,46,1,0,0,1,49.66
-1.2906,116.16,1.348,31.519,8,2,0,2,2,48,0,0,0,0,26.3
-0.9302,102.177,1.8214,31.379,7,1,0,1,1,44,0,0,0,0,9.23
-1.3679,163.311,2.094,46.7037,9,3,1,3,0,54,0,1,1,1,12.03
-0.3137,144.13,-0.6214,33.0294,10,3,2,5,0,56,0,0,0,0,75.27
-3.8126,214.349,4.382,64.0968,15,1,1,2,11,90,0,0,0,0,37.3
-3.0905,246.359,2.99,63.76,12,5,0,6,7,74,0,0,0,0,18.46
1.1132,77.058,-0.5588,15.1694,5,1,1,3,1,30,0,0,0,0,43.09
-5.1546,449.632,3.5941,121.6571,32,4,4,6,6,182,0,4,4,4,106.86
-2.4502,180.159,1.3215,43.6235,13,4,0,4,1,68,1,0,0,1,52.6
-2.0276,136.194,2.3447,42.1018,10,1,1,1,2,54,1,0,0,1,20.23
-3.2291,127.107,-1.6707,31.4775,9,5,3,6,0,48,1,0,0,1,110.68
1.1303,74.079,-0.0093,16.771,5,2,0,2,0,30,0,1,1,1,18.46
0.9313,117.148,0.2,30.5412,8,2,2,3,4,48,0,0,0,0,63.32
0.924,119.12,-1.2193,27.314,8,3,3,4,3,48,0,0,0,0,83.55
-1.7898,197.242,0.7438,54.7064,14,6,2,6,5,78,1,0,0,1,71.96
0.7467,179.204,0.7793,48.6675,11,1,0,5,3,68,0,0,0,0,26.79
-1.109,154.256,1.0892,37.5928,8,3,0,4,3,50,0,0,0,0,34.14
-3.5188,303.849,4.5064,56.89,11,0,0,3,6,68,0,0,0,0,0
-2.5644,256.752,2.906,37.136,6,0,0,4,1,38,0,0,0,0,0
-0.2558,127.958,0.2754,24.6884,6,1,1,4,1,36,0,0,0,0,43.09
-0.8548,103.081,-0.3217,23.1414,7,3,1,5,1,40,0,0,0,0,75.76
0.1139,251.235,-2.625,55.1159,17,7,5,8,7,100,0,0,0,0,136.32
-1.4648,52.076,0.8056,19.03,4,0,0,0,0,20,0,0,0,0,0
-3.2439,84.162,2.2185,29.652,6,0,0,0,2,36,0,0,0,0,0
0.9621,109.128,0.3853,31.683,8,2,0,2,0,42,1,0,0,1,22
-1.8416,236.008,2.0536,40.532,9,2,0,3,1,48,1,0,0,1,34.14
-2.05,121.183,2.03672,40.7257,9,1,1,1,1,48,1,0,0,1,12.03
-1.7696,136.194,2.26302,42.2218,10,1,1,1,1,54,1,0,0,1,20.23
-2.7505,153.137,1.60882,39.4982,11,3,1,4,1,58,1,0,0,1,63.37
-1.4716,148.125,-0.2869,37.9537,11,4,1,5,0,54,2,0,0,2,71.53
-2.2979,147.141,0.002,39.5404,11,5,1,5,0,54,2,0,0,2,77.58
-6.5362,343.679,5.2109,62.043,13,0,0,8,0,76,0,0,1,1,0
-1.5614,182.139,-1.7568,44.7811,13,4,3,7,0,68,2,0,0,2,103.51
-1.4499,197.219,1.2503,53.5045,13,3,2,6,2,68,1,0,0,1,81.19
-3.7355,201.229,2.88704,58.493,15,4,0,4,2,76,2,0,0,2,47.25
-3.4174,222.243,3.6912,68.4133,17,1,1,2,1,82,3,0,0,3,37.3
-5.5864,347.264,3.31442,79.4008,19,3,0,9,5,108,1,0,0,1,40.62
-3.875,262.437,5.2847,84.2068,19,1,1,1,0,108,1,0,0,1,20.23
-4.2014,397.524,3.7726,100.8155,23,6,1,9,10,132,1,0,0,1,64.63
-1.0407,219.687,2.1658,29.188,5,0,0,3,0,32,0,0,0,0,0
0.2956,506.255,5.6876,103.437,29,13,0,17,18,176,0,0,0,0,151.35
-0.9547,117.108,0.0684,27.7584,8,3,1,5,2,46,0,0,0,0,75.76
-2.0411,202.25,2.1323,52.1376,14,2,2,4,8,82,0,0,0,0,74.6
-2.92,216.277,2.5224,56.7546,15,2,2,4,9,88,0,0,0,0,74.6
-0.5291,82.505,1.1947,16.695,4,0,0,2,1,26,0,0,0,0,0
-3.033,84.162,2.3626,29.722,6,0,0,0,2,36,0,0,0,0,0
-3.537,110.2,2.9188,38.862,8,0,0,0,1,46,0,0,0,0,0
1.1423,72.063,-0.4159,15.804,5,2,0,2,1,28,0,1,1,1,29.6
-2.4639,142.585,2.3486,38.004,9,1,0,2,1,48,1,0,0,1,9.23
-0.4884,123.159,0.67564,35.9184,9,3,1,3,0,48,1,0,0,1,51.8
-1.0831,139.242,1.9286,42.9827,10,1,1,1,0,58,0,2,2,2,12.03
-4.6347,180.25,3.4522,59.286,14,0,0,0,0,68,2,0,1,3,0
-1.5883,240.262,1.7614,67.8164,18,2,2,4,2,90,2,0,0,2,58.2
0.4063,196.183,2.5941,47.1015,12,4,0,5,7,74,0,0,0,0,44.76
-0.5932,218.321,4.7498,66.9315,14,1,0,2,9,86,0,0,0,0,17.07
-1.3297,188.223,1.2829,47.117,13,4,0,4,6,76,0,0,0,0,52.6
0.1255,214.233,-2.3465,30.0154,10,6,0,9,2,56,0,0,0,0,114.4
-0.1793,86.134,0.9449,26.5168,6,1,1,1,3,36,0,0,0,0,20.23
0.7899,162.229,0.5448,43.4146,11,3,2,3,6,68,0,0,0,0,49.69
-3.1112,258.358,3.8368,70.6756,18,2,2,4,13,106,0,0,0,0,74.6
-0.0651,116.16,1.0153,30.53,8,2,0,2,1,48,0,1,1,1,18.46
-0.402,126.184,1.1985,33.813,8,3,0,3,1,42,1,0,0,1,25.78
0.759,174.196,1.047,41.265,12,4,0,4,1,70,0,1,1,1,44.76
-0.7276,194.194,-0.73128,51.3127,14,5,1,6,0,74,2,0,0,2,72.68
-1.4493,208.221,-0.72088,55.933,15,6,0,6,0,80,2,0,0,2,61.82
-1.8586,251.282,1.0025,66.0485,18,4,2,5,5,98,1,0,0,1,75.63
-2.9284,271.39,1.8622,75.3494,18,7,2,7,8,102,1,0,0,1,71.96
-3.4792,301.416,1.4903,81.5734,20,8,2,8,11,114,1,0,0,1,81.19
-3.6036,321.163,3.1013,83.1795,21,3,2,6,1,106,2,0,1,3,61.69
-4.4584,330.468,4.45,92.264,24,3,0,3,1,132,0,3,4,4,43.37
-3.2676,322.364,2.9668,91.261,24,3,0,5,5,122,2,1,1,3,57.69
-1.7541,255.465,3.5802,51.1485,12,3,0,7,4,74,0,0,0,0,35.53
-1.2449,158.153,0.6247,37.517,11,4,0,4,3,62,0,0,0,0,52.6
0.6755,144.174,-0.7414,37.3674,10,2,2,4,3,58,0,0,0,0,58.2
-1.9295,187.036,1.9414,40.0648,9,1,1,2,1,48,1,0,0,1,20.23
-1.7561,142.585,1.8323,37.3748,9,1,1,2,1,48,1,0,0,1,20.23
-1.4838,213.237,1.0677,53.334,15,6,0,6,6,84,1,0,0,1,66.36
-7.1031,247.253,4.3954,75.0324,19,2,0,3,1,90,3,0,1,4,43.14
-1.768,442.424,-0.5945,110.9644,32,10,6,10,1,168,1,2,3,4,181.62
-1.1356,273.316,0.9995,65.6467,15,6,1,8,8,90,0,0,0,0,56.79
-1.8438,230.291,2.8736,57.0815,12,5,0,6,7,74,0,0,0,0,35.53
-1.5265,188.223,1.5981,47.4506,13,2,2,4,5,76,0,0,0,0,74.6
0.8101,101.105,-0.7616,25.4255,7,2,2,3,2,40,0,0,0,0,49.33
-0.6222,200.282,0.819,55.8354,14,2,2,4,7,82,0,0,0,0,58.2
-3.5322,170.296,3.7161,53.291,12,1,0,1,8,72,0,0,0,0,17.07
-2.0268,119.12,0.9948,27.8544,8,3,0,4,4,48,0,0,0,0,52.37
-2.1675,82.146,1.8098,28.358,6,0,0,0,0,34,0,0,0,0,0
0.9995,100.121,0.7636,26.602,7,2,0,3,1,40,0,1,1,1,32.67
-1.0006,128.175,1.5438,35.836,9,2,0,3,1,52,0,1,1,1,32.67
-2.6422,197.448,3.3524,43.1368,10,1,1,4,0,54,1,0,0,1,20.23
0.6329,141.214,1.4568,40.7117,10,1,1,2,0,58,0,1,1,1,29.1
-1.5208,169.205,0.4785,40.4675,11,2,1,4,0,58,1,0,1,2,46.17
-1.5224,150.181,1.7998,43.704,11,2,0,3,3,58,1,0,0,1,32.67
-1.6533,225.041,2.5555,50.184,12,2,0,3,0,60,2,0,0,2,30.21
-5.2605,245.92,4.3088,53.034,12,1,0,5,1,66,1,0,0,1,9.23
-2.1414,166.176,1.45842,44.3098,12,2,1,3,3,64,1,0,0,1,46.53
-5.2394,275.946,4.3174,59.586,14,2,0,6,2,78,1,0,0,1,18.46
-2.5941,255.301,3.0035,63.2095,14,5,0,7,5,82,0,1,1,1,47.89
-3.6744,269.328,3.392,67.8045,15,5,0,7,5,88,0,1,1,1,47.89
-5.2721,340.507,5.2797,100.021,25,2,0,2,1,136,0,2,4,4,34.14
-0.6813,96.022,-0.2061,17.9681,5,1,2,4,0,32,0,0,0,0,57.53
1.0597,87.166,0.9564,28.823,6,1,0,1,1,38,0,0,0,0,3.24
-1.7111,149.102,-0.2422,29.5794,10,5,0,6,4,58,0,0,0,0,78.67
-0.2435,175.184,0.2956,41.6577,12,4,1,5,4,70,0,0,0,0,64.63
0.8856,130.143,0.0964,32.8368,9,3,1,3,3,52,0,0,0,0,46.53
-0.3463,90.082,-1.3955,19.8049,6,2,3,4,1,36,0,0,0,0,75.35
-2.568,133.147,1.3849,32.4714,9,3,0,4,5,54,0,0,0,0,52.37
0.0723,100.161,1.5738,29.243,7,1,0,1,0,42,0,1,1,1,9.23
0.9621,109.128,0.62842,30.139,8,1,0,2,0,42,1,0,0,1,26.94
0.9621,110.136,0.00449,31.5267,8,1,0,2,0,43,0,0,1,1,30.46
-2.4135,173.607,0.539,43.4131,11,5,2,6,2,60,1,0,0,1,76.72
-1.8862,169.268,2.237,49.9457,12,1,1,2,0,70,0,1,1,1,29.1
-2.5656,213.31,1.4555,59.9134,14,6,2,6,4,78,1,0,0,1,62.73
-1.8069,236.275,0.2338,65.123,17,6,0,6,3,92,2,0,0,2,61.82
-4.6084,223.231,2.855,65.715,17,3,0,3,1,82,3,0,0,3,43.1
-6.2893,389.32,4.4527,75.619,18,1,0,8,0,100,0,3,4,4,12.53
-3.0709,294.299,1.6067,80.2489,20,5,1,8,4,108,2,0,0,2,80.28
-2.3922,286.156,0.9077,62.5307,20,8,2,12,6,106,1,0,0,1,178.75
-3.8945,282.336,3.3207,75.0949,20,5,3,5,8,112,1,0,0,1,86.99
1.0354,92.17,-0.3272,21.9196,5,2,2,3,0,32,0,0,0,0,40.46
-4.7672,351.031,0.6398,66.546,17,4,0,5,6,100,0,0,0,0,80.26
-1.2069,169.073,-1.2042,32.5496,10,3,4,7,4,60,0,0,0,0,106.86
-0.7552,150.253,1.86328,34.6884,7,3,2,5,0,38,1,0,0,1,31.58
-2.6958,175,2.5882,34.1,8,0,0,2,0,42,1,0,0,1,0
-1.9616,160.176,1.5779,45.2288,12,3,1,3,1,60,2,0,0,2,38.05
-5.5959,176.303,4.1995,58.905,13,0,0,0,6,72,1,0,0,1,0
-3.949,222.284,3.1293,62.5313,16,3,1,3,6,88,1,0,0,1,46.53
-4.0725,236.311,3.5194,67.1483,17,3,1,3,7,94,1,0,0,1,46.53
-5.4088,333.237,3.006,74.6638,18,3,0,9,5,102,1,0,0,1,40.62
-4.5835,444.568,3.1546,118.3766,32,6,2,6,3,176,0,3,4,4,100.9
0.6712,213.195,0.8665,48.1492,12,5,1,7,5,72,0,0,0,0,64.63
-0.3216,190.244,-1.0059,45.6107,12,4,1,5,5,70,0,0,0,0,69.23
-0.94,145.202,0.9786,39.7532,10,2,2,3,5,60,0,0,0,0,63.32
0.8724,134.135,-1.0456,31.5396,9,4,2,5,5,54,0,0,0,0,73.13
-6.8496,353.679,8.3699,116.568,25,1,0,1,21,152,0,0,0,0,3.24
-0.7306,116.164,0.4532,32.4721,8,1,2,3,0,48,0,0,0,0,55.12
-0.1796,166.325,0.3912,40.4866,9,3,2,5,2,56,0,0,0,0,49.69
-0.4337,160.169,0.5027,37.883,11,4,0,4,4,64,0,0,0,0,52.6
-2.7695,96.173,2.1999,32.975,7,0,0,0,2,40,0,0,0,0,0
-7.5505,156.313,4.5371,52.901,11,0,0,0,8,68,0,0,0,0,0
-0.7824,121.183,2.00686,38.448,9,1,0,1,0,48,1,0,0,1,12.89
-0.2062,123.179,0.5667,37.3247,9,1,0,2,1,48,1,0,0,1,17.38
-0.8234,121.183,1.95242,38.352,9,1,0,1,1,48,1,0,0,1,12.89
-0.3328,144.17,0.7662,35.6706,10,2,2,3,1,58,0,1,1,1,57.53
-1.6763,156.612,2.66244,42.5908,10,1,1,2,0,54,1,0,0,1,20.23
-0.8749,166.571,1.0732,40.138,11,4,0,5,0,54,2,0,0,2,51.56
-0.7787,150.177,1.8263,43.6726,11,2,2,2,2,58,1,0,0,1,40.46
-0.9376,173.219,1.76292,52.7134,13,3,1,3,1,66,2,0,0,2,43.84
-3.468,176.259,3.4399,53.9328,13,1,1,1,1,70,1,1,1,2,20.23
-3.4037,215.362,3.5141,62.781,14,2,0,3,3,82,0,1,1,1,20.31
-3.8373,343.829,2.7206,69.612,15,0,0,3,2,76,2,0,0,2,0
-1.6252,236.275,0.2338,65.123,17,6,0,6,3,92,2,0,0,2,61.82
-3.6778,311.407,1.77392,80.0732,21,4,2,7,3,116,1,1,1,2,78.51
-3.1373,548.673,2.2892,138.1274,39,9,3,9,5,218,0,5,6,6,131.75
-0.8608,174.196,1.208,42.8336,12,2,2,4,5,70,0,0,0,0,74.6
-0.8271,149.102,-2.1562,29.2538,10,4,4,6,3,58,0,0,0,0,120.85
-0.6341,172.272,1.79,51.238,12,1,0,3,4,72,0,0,0,0,23.55
-1.3301,173.212,0.6218,44.6955,12,2,2,4,4,70,0,0,0,0,66.4
-1.0004,138.122,0.9103,35.1591,10,3,2,3,1,52,1,0,0,1,57.53
0.0255,157.213,0.8361,42.1382,11,2,2,3,2,64,0,1,1,1,63.32
-1.9424,157.216,2.85164,51.217,12,1,0,1,0,60,2,0,0,2,12.89
-1.6839,193.202,0.8895,51.006,14,2,2,4,3,74,1,0,0,1,66.4
-1.0556,193.202,0.5894,50.7912,14,3,1,4,3,74,1,0,0,1,55.4
-5.5934,213.305,3.9191,65.07,15,2,0,2,0,74,2,0,1,3,3.24
-4.2224,250.338,3.9095,71.7653,18,3,1,3,8,100,1,0,0,1,46.53
-5.1693,258.405,4.5252,79.729,19,1,0,1,0,104,1,0,2,3,9.23
-1.2948,394.316,1.1358,101.5838,25,2,2,4,2,126,4,0,0,4,55.92
-5.2804,362.406,6.4855,101.0045,25,4,0,5,11,136,2,0,0,2,44.76
-2.9549,388.471,2.87304,114.3,29,6,0,6,4,148,4,0,0,4,53.86
-2.5784,492.389,-1.19408,110.8247,35,12,9,13,3,186,2,1,2,4,242.51
-2.2756,226.36,2.2958,67.7936,16,2,2,2,4,94,0,0,0,0,40.46
-2.5784,492.389,-1.19408,110.8247,35,12,9,13,3,186,2,1,2,4,242.51
-1.7025,418.398,-0.8912,101.1791,30,9,7,9,3,160,2,1,2,4,167.91
-3.5891,388.207,2.7969,95.3166,25,6,4,10,4,134,2,0,0,2,138.72
-7.2168,329.443,4.3107,101.6,25,2,0,2,4,126,3,1,1,4,12.47
-4.7274,240.215,2.5061,60.1156,17,5,1,7,2,92,1,0,0,1,106.51
-4.796,243.222,2.0578,67.4411,18,5,1,6,3,90,1,0,1,2,84.6
0.1685,122.127,0.1805,32.7549,9,2,1,3,1,46,1,0,0,1,55.98
-7.506,256.474,5.8501,82.0148,18,1,1,1,15,110,0,0,0,0,20.23
-0.0655,144.174,0.777,37.377,10,3,0,4,1,58,0,1,1,1,41.9
-0.5893,121.183,2.00686,38.448,9,1,0,1,0,48,1,0,0,1,12.89
-1.3285,134.178,1.8809,40.1318,10,1,1,1,0,52,1,0,1,2,20.23
